#Procedure: <__main__.IVProcedure>
#Parameters:
#	Current Step: 2e-05 A
#	Delay Time: 20 ms
#	Maximum Current: 0.001 A
#	Minimum Current: -0.001 A
#Data:
Current (A),Voltage (V),Resistance (ohm)
0.0,-0.00680868946,nan
2e-05,-0.333878572,-16693.9286
4e-05,-0.543252347,-13581.308675
6.000000000000001e-05,-0.947166174,-15786.102899999998
8e-05,-1.09851786,-13731.47325
0.0001,-0.145845613,-1458.45613
0.00012000000000000002,-0.247273899,-2060.615825
0.00014000000000000001,-0.326964915,-2335.4636785714283
0.00016,-0.393921619,-2462.01011875
0.00018,-0.455185257,-2528.8069833333334
0.0002,-0.513441691,-2567.208455
0.00022,-0.564591374,-2566.3244272727275
0.00024000000000000003,-0.61262282,-2552.595083333333
0.00026000000000000003,-0.657228529,-2527.802034615384
0.00028000000000000003,-0.696223865,-2486.5138035714285
0.00030000000000000003,-0.734869113,-2449.56371
0.00032,-0.772596477,-2414.3639906249996
0.00034,-0.806267035,-2371.373632352941
0.00036,-0.839901241,-2333.0590027777776
0.00038,-0.870780326,-2291.5271736842105
0.0004,-0.9001967,-2250.4917499999997
0.00042,-0.925524377,-2203.629469047619
0.00044,-0.953570567,-2167.205834090909
0.00046,-0.97938933,-2129.1072391304347
0.00048000000000000007,-1.00460541,-2092.9279374999996
0.0005,-1.02652319,-2053.04638
0.0005200000000000001,-1.04919098,-2017.6749615384615
0.00054,-1.07047753,-1982.3657962962964
0.0005600000000000001,-1.09219909,-1950.3555178571428
0.00058,-1.11276407,-1918.5587413793105
0.0006000000000000001,-1.13238845,-1887.3140833333334
0.00062,-1.15065852,-1855.9008387096774
0.00064,-1.16931249,-1827.050765625
0.0006600000000000001,-1.18580732,-1796.6777575757574
0.00068,-0.121309205,-178.39588970588235
0.0007000000000000001,-0.119774142,-171.10591714285712
0.00072,-0.148964259,-206.89480416666663
0.0007400000000000001,-0.173049077,-233.85010405405401
0.00076,-0.195280737,-256.94833815789474
0.0007800000000000001,-0.216864799,-278.03179358974353
0.0008,-0.235672545,-294.59068125
0.0008200000000000001,-0.2551973,-311.2162195121951
0.00084,-0.271611826,-323.3474119047619
0.0008600000000000001,-0.28782654,-334.68202325581393
0.00088,-0.30380139,-345.22885227272724
0.0009000000000000001,-0.320375193,-355.9724366666666
0.00092,-0.337088192,-366.40020869565217
0.0009400000000000001,-0.351948895,-374.4137180851063
0.0009600000000000001,-0.367902602,-383.2318770833333
0.0009800000000000002,-0.382358714,-390.1619530612244
0.001,-0.396242366,-396.242366
0.00098,-0.409666416,-418.0269551020408
0.0009599999999999999,-0.423973316,-441.6388708333334
0.0009399999999999999,-0.437188987,-465.0946670212766
0.0009199999999999998,-0.45080281,-490.0030543478262
0.0008999999999999998,-0.463970975,-515.5233055555557
0.0008799999999999997,-0.476420255,-541.3866534090911
0.0008599999999999997,-0.488547841,-568.0788848837211
0.0008399999999999996,-0.50087544,-596.2802857142859
0.0008199999999999995,-0.513467848,-626.1803024390248
0.0007999999999999995,-0.524644544,-655.8056800000005
0.0007799999999999994,-0.537601185,-689.2322884615389
0.0007599999999999994,-0.546557955,-719.155203947369
0.0007399999999999993,-0.559675469,-756.318201351352
0.0007199999999999993,-0.571027995,-793.0944375000008
0.0006999999999999992,-0.582834301,-832.620430000001
0.0006799999999999992,-0.59383881,-873.2923676470599
0.0006599999999999991,-0.604335958,-915.6605424242435
0.0006399999999999991,-0.615775832,-962.1497375000014
0.000619999999999999,-0.626178373,-1009.9651177419371
0.000599999999999999,-0.636730531,-1061.2175516666684
0.0005799999999999989,-0.647186308,-1115.8384620689676
0.0005599999999999989,-0.65733783,-1173.817553571431
0.0005399999999999988,-0.668704746,-1238.3421222222248
0.0005199999999999988,-0.677247844,-1302.3997000000031
0.0004999999999999987,-0.68776872,-1375.5374400000035
0.00047999999999999866,-0.695661227,-1449.2942229166706
0.0004599999999999986,-0.706355499,-1535.5554326087004
0.00043999999999999855,-0.717112792,-1629.8018000000054
0.0004199999999999985,-0.727369822,-1731.8329095238157
0.00039999999999999845,-0.73733289,-1843.3322250000072
0.0003799999999999984,-0.746760155,-1965.1583026315873
0.00035999999999999834,-0.757093489,-2103.037469444454
0.0003399999999999983,-0.767195578,-2256.4575823529526
0.00031999999999999824,-0.774889238,-2421.5288687500133
0.0002999999999999982,-0.785227202,-2617.4240066666825
0.00027999999999999813,-0.794494301,-2837.47964642859
0.0002599999999999981,-0.80561182,-3098.507000000023
0.00023999999999999803,-0.814910506,-3395.460441666695
0.00021999999999999797,-0.826754158,-3757.97344545458
0.00019999999999999792,-0.835033205,-4175.166025000043
0.00017999999999999787,-0.844373719,-4690.965105555611
0.00015999999999999782,-0.855309071,-5345.681693750073
0.00013999999999999777,-0.865702027,-6183.585907142956
0.00011999999999999771,-0.873965966,-7283.049716666806
9.999999999999766e-05,-0.884509908,-8845.099080000207
7.999999999999761e-05,-0.894354691,-11179.433637500333
5.9999999999997555e-05,-0.903438153,-15057.302550000613
3.99999999999975e-05,-0.91254874,-22813.718500001425
1.999999999999745e-05,-0.921793937,-46089.69685000588
-2.6020852139652106e-18,-0.893208959,nan
-2.0000000000002655e-05,-0.222635438,11131.771899998523
-4.000000000000271e-05,0.810658987,-20266.47467499863
-6.000000000000276e-05,0.639417243,-10656.954049999511
-8.000000000000281e-05,0.882855989,-11035.699862499612
-0.00010000000000000286,1.00919193,-10091.919299999712
