#Procedure: <__main__.IVProcedure>
#Parameters:
#	Current Step: 1e-06 A
#	Delay Time: 20 ms
#	Maximum Current: 0.0001 A
#	Minimum Current: -0.0001 A
#Data:
Current (A),Voltage (V),Resistance (ohm)
0.0,0.536210639,nan
1e-06,2.24962925,2249629.25
2e-06,2.23592608,1117963.04
3e-06,2.22189415,740631.3833333333
4e-06,2.26877657,567194.1425000001
4.9999999999999996e-06,2.32483452,464966.90400000004
6e-06,2.37614441,396024.06833333336
7e-06,2.40312684,343303.8342857143
8e-06,2.32807014,291008.7675
9e-06,2.32876133,258751.25888888887
9.999999999999999e-06,2.27353743,227353.74300000005
1.1e-05,2.28894864,208086.24000000002
1.2e-05,2.28832956,190694.13
1.3e-05,2.28621124,175862.4030769231
1.4e-05,2.28136338,162954.52714285714
1.4999999999999999e-05,2.26959619,151306.4126666667
1.6e-05,2.2580425,141127.65625000003
1.7e-05,2.2823192,134254.07058823528
1.8e-05,2.29698973,127610.54055555555
1.8999999999999998e-05,2.28998767,120525.66684210527
1.9999999999999998e-05,2.29493823,114746.91150000002
2.1e-05,2.30539806,109780.86
2.2e-05,2.29745098,104429.59
2.3e-05,2.29664086,99853.95043478262
2.4e-05,2.28047979,95019.99124999999
2.4999999999999998e-05,2.29045177,91618.07080000002
2.6e-05,2.29287043,88187.32423076923
2.7e-05,2.28805717,84742.85814814815
2.8e-05,2.28623434,81651.22642857143
2.9e-05,2.28384056,78753.12275862068
2.9999999999999997e-05,2.28846248,76282.08266666668
3.1e-05,2.28634868,73753.18322580645
3.2e-05,2.28147766,71296.176875
3.2999999999999996e-05,2.28792663,69331.11
3.4e-05,2.306086,67826.05882352941
3.5e-05,2.30480651,65851.61457142858
3.6e-05,2.31760001,64377.77805555556
3.7e-05,2.32703209,62892.759189189186
3.7999999999999995e-05,2.32245531,61117.24500000001
3.9e-05,2.3268333,59662.39230769231
3.9999999999999996e-05,2.31989961,57997.49025
4.1e-05,2.32211267,56636.894390243906
4.2e-05,2.33545741,55606.12880952381
4.2999999999999995e-05,2.3456657,54550.36511627908
4.4e-05,2.3379936,53136.21818181818
4.4999999999999996e-05,2.3312113,51804.69555555556
4.6e-05,2.34144573,50900.99413043478
4.7e-05,2.33879658,49761.62936170213
4.8e-05,2.34163336,48784.02833333333
4.9e-05,2.35439761,48048.93081632653
4.9999999999999996e-05,2.33297201,46659.44020000001
5.1e-05,2.32956647,45677.77392156863
5.2e-05,2.33471184,44898.30461538462
5.3e-05,2.32662371,43898.56056603773
5.4e-05,2.3269085,43090.89814814815
5.4999999999999995e-05,2.32327964,42241.448000000004
5.6e-05,2.33157637,41635.29232142858
5.6999999999999996e-05,2.32471242,40784.42842105263
5.8e-05,2.32054086,40009.32517241379
5.9e-05,2.32671625,39435.8686440678
5.9999999999999995e-05,2.3248026,38746.71
6.1e-05,2.3239514,38097.56393442623
6.2e-05,2.31755969,37379.994999999995
6.3e-05,2.32233298,36862.42825396825
6.4e-05,2.32704117,36360.018281250006
6.5e-05,2.31784284,35659.12061538462
6.599999999999999e-05,2.3190691,35137.410606060614
6.7e-05,2.32654868,34724.607164179106
6.8e-05,2.32558931,34199.84279411764
6.9e-05,2.32764281,33733.95376811594
7e-05,2.3289638,33270.91142857143
7.099999999999999e-05,2.33116133,32833.25816901409
7.2e-05,2.33840896,32477.902222222223
7.3e-05,2.33812173,32029.06479452055
7.4e-05,2.3402705,31625.277027027027
7.5e-05,2.34584106,31277.880800000006
7.599999999999999e-05,2.33514166,30725.548157894744
7.7e-05,2.33954126,30383.652727272725
7.8e-05,2.34762656,30097.776410256414
7.9e-05,2.34214382,29647.39012658228
7.999999999999999e-05,2.34736483,29342.060375000005
8.099999999999999e-05,2.34140123,28906.188024691364
8.2e-05,2.35071289,28667.23036585366
8.3e-05,2.34028805,28196.24156626506
8.4e-05,2.35198696,27999.844761904766
8.499999999999999e-05,2.34470019,27584.708117647064
8.599999999999999e-05,2.3500389,27326.033720930234
8.7e-05,2.3498728,27010.032183908046
8.8e-05,2.35330341,26742.084204545456
8.9e-05,2.36452236,26567.666966292138
8.999999999999999e-05,2.36978406,26330.934000000005
9.099999999999999e-05,2.36582083,25998.0310989011
9.2e-05,2.36533007,25710.109456521743
9.3e-05,2.37707447,25559.94053763441
9.4e-05,2.36369577,25145.699680851067
9.499999999999999e-05,2.36613069,24906.638842105265
9.6e-05,2.37707039,24761.149895833332
9.7e-05,2.38219759,24558.738041237113
9.8e-05,2.37596636,24244.55469387755
9.9e-05,2.38448448,24085.701818181817
9.999999999999999e-05,2.383818,23838.180000000004
0.0001,2.38706752,23870.675199999998
9.900000000000001e-05,2.38117811,24052.30414141414
9.800000000000001e-05,2.3722169,24206.294897959182
9.700000000000001e-05,2.36817202,24414.14453608247
9.600000000000002e-05,2.36724253,24658.77635416666
9.500000000000002e-05,2.36578205,24902.968947368416
9.400000000000002e-05,2.36098114,25116.820638297864
9.300000000000002e-05,2.35901683,25365.77236559139
9.200000000000003e-05,2.35350057,25581.5279347826
9.100000000000003e-05,2.34618737,25782.278791208784
9.000000000000003e-05,2.34173101,26019.23344444444
8.900000000000004e-05,2.33900958,26281.006516853922
8.800000000000004e-05,2.3369469,26556.21477272726
8.700000000000004e-05,2.33672604,26858.919999999984
8.600000000000004e-05,2.33120025,27106.97965116278
8.500000000000005e-05,2.33495243,27470.02858823528
8.400000000000005e-05,2.33357523,27780.657499999987
8.300000000000005e-05,2.32391829,27999.015542168658
8.200000000000006e-05,2.33211911,28440.47695121949
8.100000000000006e-05,2.32462818,28699.113333333313
8.000000000000006e-05,2.32008655,29001.081874999978
7.900000000000006e-05,2.32144214,29385.34354430377
7.800000000000007e-05,2.31689533,29703.786282051256
7.700000000000007e-05,2.31739708,30096.065974025947
7.600000000000007e-05,2.31662443,30481.900394736815
7.500000000000007e-05,2.30984667,30797.955599999972
7.400000000000008e-05,2.31116448,31231.952432432397
7.300000000000008e-05,2.30796536,31615.963835616403
7.200000000000008e-05,2.30003535,31944.935416666627
7.100000000000009e-05,2.29617355,32340.472535211225
7.000000000000009e-05,2.29572965,32796.13785714282
6.900000000000009e-05,2.29134413,33207.885942028945
6.80000000000001e-05,2.29088103,33689.42691176466
6.70000000000001e-05,2.2899362,34178.152238805924
6.60000000000001e-05,2.28852676,34674.64787878782
6.50000000000001e-05,2.29280812,35273.97107692302
6.40000000000001e-05,2.2849563,35702.442187499946
6.300000000000011e-05,2.27694528,36141.98857142851
6.200000000000011e-05,2.27510637,36695.264032258
6.1000000000000114e-05,2.27028013,37217.70704918026
6.000000000000012e-05,2.26911207,37818.53449999992
5.900000000000012e-05,2.26830664,38445.87525423721
5.800000000000012e-05,2.26969287,39132.63568965509
5.7000000000000125e-05,2.26629696,39759.5957894736
5.600000000000013e-05,2.26008888,40358.72999999991
5.500000000000013e-05,2.25840218,41061.85781818172
5.4000000000000134e-05,2.25611583,41779.922777777676
5.3000000000000136e-05,2.25340157,42517.010754716866
