#Procedure: <__main__.IVProcedure>
#Parameters:
#	Current Step: 1e-05 A
#	Delay Time: 20 ms
#	Maximum Current: 0.001 A
#	Minimum Current: -0.001 A
#Data:
Current (A),Voltage (V),Resistance (ohm)
0.0,2.83775966e-05,nan
1e-05,0.00026731674,26.731673999999998
2e-05,0.000505916279,25.29581395
3.0000000000000004e-05,0.000744883077,24.829435899999996
4e-05,0.000983791749,24.594793724999995
5e-05,0.00122262952,24.4525904
6.000000000000001e-05,0.00146153891,24.358981833333328
7.000000000000001e-05,0.00170017881,24.28826871428571
8e-05,0.00193922047,24.240255875
9e-05,0.00217812917,24.201435222222223
0.0001,0.00241665192,24.1665192
0.00011,0.0026555216,24.141105454545453
0.00012000000000000002,0.00289416392,24.118032666666664
0.00013000000000000002,0.00313296683,24.099744846153843
0.00014000000000000001,0.00337164505,24.083178928571428
0.00015000000000000001,0.00361076313,24.071754199999997
0.00016,0.00384938949,24.0586843125
0.00017,0.00408857062,24.050415411764703
0.00018,0.00432723686,24.040204777777777
0.00019,0.00456623597,24.03282089473684
0.0002,0.00480507066,24.0253533
0.00021,0.0050434154,24.01626380952381
0.00022,0.00528234995,24.01068159090909
0.00023,0.00552132593,24.00576491304348
0.00024000000000000003,0.00575987893,23.999495541666665
0.00025,0.0059988525,23.995409999999996
0.00026000000000000003,0.00623815568,23.99290646153846
0.00027,0.00647633007,23.98640766666667
0.00028000000000000003,0.0067152765,23.983130357142855
0.00029,0.0069543616,23.980557241379312
0.00030000000000000003,0.00719237128,23.974570933333332
0.00031,0.00743083228,23.97042670967742
0.00032,0.00766996063,23.968626968749998
0.00033000000000000005,0.00790882942,23.966149757575753
0.00034,0.00814722797,23.962435205882354
0.00035000000000000005,0.00838624318,23.9606948
0.00036,0.00862506108,23.958502999999997
0.00037000000000000005,0.00886307199,23.95424862162162
0.00038,0.00910163259,23.951664710526316
0.00039000000000000005,0.0093410684,23.95145743589743
0.0004,0.00957944638,23.94861595
0.00041000000000000005,0.00981842482,23.947377609756092
0.00042,0.0100566057,23.944299285714287
0.00043000000000000004,0.0102958775,23.943901162790695
0.00044,0.010534865,23.942874999999997
0.00045000000000000004,0.0107735404,23.941200888888886
0.00046,0.0110119049,23.93892369565217
0.00047000000000000004,0.0112508762,23.938034468085103
0.00048000000000000007,0.0114898834,23.93725708333333
0.0004900000000000001,0.0117289908,23.936715918367344
0.0005,0.0119681913,23.936382599999998
0.00051,0.0122059596,23.933254117647056
0.0005200000000000001,0.0124445766,23.931878076923073
0.0005300000000000001,0.0126836858,23.93148264150943
0.00054,0.0129223629,23.930301666666665
0.00055,0.0131610678,23.929214181818182
0.0005600000000000001,0.0134003554,23.929206071428567
0.0005700000000000001,0.0136381019,23.926494561403505
0.00058,0.0138774003,23.926552241379312
0.00059,0.0141144785,23.922844915254235
0.0006000000000000001,0.0143543523,23.923920499999998
0.0006100000000000001,0.0145925897,23.922278196721308
0.00062,0.0148331859,23.924493387096774
0.00063,0.0150715093,23.923030634920636
0.00064,0.0153090695,23.920421093749997
0.0006500000000000001,0.0155489192,23.92141415384615
0.0006600000000000001,0.0157875553,23.92053833333333
0.00067,0.0160266945,23.920439552238808
0.00068,0.0162652333,23.919460735294116
0.0006900000000000001,0.0165026364,23.916864347826085
0.0007000000000000001,0.0167426289,23.918041285714285
0.00071,0.0169818442,23.918090422535208
0.00072,0.0172206313,23.91754347222222
0.0007300000000000001,0.0174599363,23.917720958904106
0.0007400000000000001,0.0176973432,23.915328648648646
0.00075,0.0179364364,23.91524853333333
0.00076,0.0181751448,23.914664210526315
0.0007700000000000001,0.0184149226,23.915483896103897
0.0007800000000000001,0.0186538276,23.915163589743585
0.00079,0.0188924603,23.91450670886076
0.0008,0.0191303512,23.912938999999998
0.0008100000000000001,0.0193694215,23.912866049382714
0.0008200000000000001,0.0196088914,23.91328219512195
0.0008300000000000001,0.0198473225,23.91243674698795
0.00084,0.0200869044,23.912981428571428
0.0008500000000000001,0.0203243485,23.910998235294116
0.0008600000000000001,0.0205641024,23.911746976744183
0.0008700000000000001,0.0208025807,23.911012298850572
0.00088,0.0210414917,23.910786022727272
0.0008900000000000001,0.0212788957,23.908871573033707
0.0009000000000000001,0.0215175986,23.908442888888885
0.0009100000000000001,0.021757566,23.909413186813183
0.00092,0.0219972393,23.910042717391303
0.00093,0.0222348173,23.90840569892473
0.0009400000000000001,0.0224746182,23.909168297872338
0.0009500000000000001,0.0227137707,23.90923231578947
0.0009600000000000001,0.0229522071,23.908549062499997
0.00097,0.0231912652,23.908520824742265
0.0009800000000000002,0.0234301257,23.90829153061224
0.00099,0.0236676011,23.90666777777778
0.001,0.0239076177,23.9076177
0.00099,0.0236690285,23.908109595959598
0.00098,0.0234301803,23.90834724489796
0.0009699999999999999,0.0231914894,23.90875195876289
0.0009599999999999999,0.0229514422,23.90775229166667
0.0009499999999999999,0.0227139761,23.909448526315796
0.0009399999999999999,0.0224747079,23.909263723404262
0.0009299999999999998,0.0222359503,23.90962397849463
0.0009199999999999998,0.0219974111,23.910229456521744
0.0009099999999999998,0.0217561226,23.907827032967038
0.0008999999999999998,0.0215191589,23.910176555555562
0.0008899999999999997,0.0212814366,23.91172651685394
0.0008799999999999997,0.0210423554,23.911767500000007
0.0008699999999999997,0.0208035517,23.912128390804604
0.0008599999999999997,0.0205641633,23.911817790697686
0.0008499999999999996,0.0203251644,23.91195811764707
0.0008399999999999996,0.0200870601,23.9131667857143
0.0008299999999999996,0.0198489872,23.914442409638568
0.0008199999999999995,0.0196100379,23.91468036585367
